firm_id,year,industry,roa,rd_intensity,log_assets,firm_age,leverage,high_tech,rd_size_interaction,rd_intensity_sq,size_category
1,2014,30-34,0.09079088292796154,0.09270704160635432,6.683026119865159,21,0.0555741156368009,0,0.6195635805506919,0.008594595563402311,Small
1,2015,37-39,0.06474693953781915,0.0979357142084613,6.7596794689402095,32,0.05908950345108585,0,0.6620140366109318,0.009591404117521407,Small
1,2016,35-36,0.12351343370256868,0.15332790975968594,7.6602816621477094,45,0.22004585776574992,1,1.174534975427561,0.023509447911274396,Medium
1,2017,35-36,0.10045783156012894,0.12565995302854216,8.551048260224267,6,0.08713539069842563,1,1.0745243227245784,0.01579042379513542,Medium
1,2018,20-29,0.03689827515644775,0.006920326734077622,9.370376939349875,29,0.4113472875472328,0,0.06484607004176737,4.7890922106389445e-05,Medium
1,2019,20-29,0.08458402865272362,0.13712975973824826,6.795231573979483,45,0.09705539033448728,0,0.931828473105565,0.018804571005869693,Small
1,2020,20-29,0.10006875516427928,0.059359156261754364,10.239032853439282,10,0.09073099833228487,0,0.607780351116539,0.003523509432107372,Medium
1,2021,37-39,0.11133235506632087,0.04873931810453982,7.593314598436147,15,0.28457573636781114,0,0.3700929756810254,0.002375521129295523,Medium
1,2022,35-36,0.10496540266693336,0.08383648847087233,7.967949058477346,42,0.1485669425651662,1,0.668004869377534,0.007028556799126708,Medium
1,2023,35-36,0.14452104539297939,0.17284711758979698,6.879182481278265,10,0.14586661786213764,1,1.1890468632631757,0.029876126059101105,Small
2,2014,20-29,0.03331905484985451,0.06128228660164177,4.363639609590588,49,0.2439124662413283,0,0.2674138131812066,0.0037555186511257625,Small
2,2015,37-39,0.1411782221437767,0.18144926750696624,9.326068094541574,15,0.319061813557237,0,1.692208224474657,0.03292383667881459,Medium
2,2016,37-39,0.17493471951991288,0.02512141500756319,9.10526584563865,18,0.2937939415642524,0,0.22873716206247932,0.0006310854919822211,Medium
2,2017,20-29,0.10022022442277795,0.0066030006321791315,7.57800866432268,6,0.08463440330539526,0,0.05003759600118159,4.359961734855801e-05,Medium
2,2018,20-29,0.10654101700218593,0.06512571111413026,8.100486075837308,44,0.3760270786625158,0,0.5275499160590152,0.00424135824812115,Medium
2,2019,20-29,0.10456901523597276,0.08108926306101198,8.773908826556148,7,0.45173740519378375,0,0.7114698009099465,0.006575468583778003,Medium
2,2020,30-34,0.015370457168797182,0.09355795367733478,5.656181214670186,39,0.40703485258412614,0,0.5291807400727244,0.008753090696290322,Small
2,2021,30-34,0.10337196852162052,0.04697375458845615,7.206420983980558,37,0.1664102928809626,0,0.33851265076260345,0.002206533620136505,Medium
2,2022,30-34,0.10827916567517225,0.04198571244688163,9.19139701943274,28,0.2390793875709307,0,0.3859073522430279,0.001762800049672231,Medium
2,2023,20-29,0.07173577211805057,0.05822393863683607,6.118565865246126,23,0.12988819784983527,0,0.3562470034835302,0.0033900270303860525,Small
3,2014,35-36,0.06749787384576299,0.08216540997511472,8.440336898249944,22,0.28386519258571563,1,0.6935037415727948,0.006751154596378681,Medium
3,2015,20-29,0.08732825287560328,0.0804065516260789,5.965127293064892,28,0.31504375010960745,0,0.4796353156459546,0.006465213544397292,Small
3,2016,20-29,0.06014877971018688,0.04931896488010608,8.69964497365029,49,0.3134175321251662,0,0.42905748492485,0.0024323602968451367,Medium
3,2017,30-34,0.14968816475808036,0.13149561756390538,7.946537776553774,39,0.4188865472812512,0,1.044934892422842,0.01729109743851286,Medium
3,2018,30-34,0.0680333688447937,0.01885390249712024,5.577302276141736,5,0.1749101474479443,0,0.10515391331134306,0.0003554696393709168,Small
3,2019,35-36,0.0656472257884973,0.0859142792659225,9.747109031685756,40,0.3501474373081693,1,0.8374158473836455,0.007381263381782921,Medium
3,2020,20-29,0.052237155664114486,0.05640930088699671,6.898112634802927,29,0.3723184683389267,0,0.38911771116899196,0.0031820092265597275,Small
3,2021,30-34,0.07161335293719255,0.04084803592946885,6.7846213444784285,49,0.1752004468539693,0,0.27713845644709606,0.0016685620392951777,Small
3,2022,35-36,0.17493471951991288,0.14051657018706193,8.300853795846415,47,0.1366298991983229,1,1.166407505016592,0.019744906497135502,Medium
3,2023,20-29,0.056682916397011875,0.044169428832620414,9.722956024143073,38,0.5079298720628379,0,0.4294574141510854,0.0019509384433999196,Medium
4,2014,35-36,0.06771419999183531,0.08477792713101069,6.476267271532405,29,0.3284830486949841,1,0.5490445148269236,0.007187296928630959,Small
4,2015,20-29,0.07633981078957386,0.07238454228882439,8.092519774771958,20,0.24135271506898404,0,0.5857733398601285,0.005239521962362607,Medium
4,2016,20-29,0.11894444178864065,0.06538362516747312,8.64322475049586,38,0.15341380073611013,0,0.5651253673246477,0.004275018440040624,Medium
4,2017,37-39,0.0849389154404975,0.06990389302541955,9.039658410894717,33,0.2535843776388911,0,0.6319073145415184,0.0048865542601093,Medium
4,2018,37-39,0.07865958938591688,0.09116376413254258,8.264662332915838,23,0.04362373223664462,0,0.7534377275530486,0.008310831890813858,Medium
4,2019,37-39,0.10208050147366927,0.13932201720219056,7.449458241375017,27,0.09316932658154395,0,1.0378735492518503,0.01941062447728748,Medium
4,2020,30-34,0.06974650960118861,0.01729348163166543,6.758614669026921,23,0.14314805042328885,0,0.11687997863432159,0.00029906450694474967,Small
4,2021,20-29,0.06639659769045238,0.09089394185088889,8.129215824569561,29,0.3845290063019522,0,0.7388964704517516,0.008261708665192772,Medium
4,2022,35-36,0.05016728023919892,0.06909963368803097,6.391791482021589,20,0.34939086084135107,1,0.44167045001796845,0.004774759375820065,Small
4,2023,30-34,0.06644389222933891,0.020211673282826935,3.617974274758089,13,0.35385594308870155,0,0.07312531398708322,0.00040851173689174014,Small
5,2014,20-29,0.09631892030156503,0.025544630792964998,8.654839706236501,5,0.05586206189649517,0,0.22108468486810506,0.0006525281623488956,Medium
5,2015,30-34,0.06962056123179164,0.0066030006321791315,9.355902261629293,46,0.13206710075811565,0,0.06177702854814439,4.359961734855801e-05,Medium
5,2016,20-29,0.02556657319687792,0.046759126650175245,4.455601346687242,23,0.4017478794190639,0,0.20834002767244014,0.002186415925087129,Small
5,2017,37-39,0.08057407674967075,0.08024214610247259,6.485403942935093,37,0.22432942973766054,0,0.5204027307225495,0.006438802011130556,Small
5,2018,20-29,0.03398805880009857,0.01662492130899889,8.928731391507796,38,0.47131130268485766,0,0.14843945677300527,0.00027638800853040536,Medium
5,2019,35-36,0.17493471951991288,0.16685505154279423,11.086243204567548,20,0.07014204290408627,1,1.8497956813140706,0.02784060822534852,Large
5,2020,30-34,0.12008120431879529,0.02244750129700583,8.031190561513112,48,0.12031513520093567,0,0.18028016054606658,0.0005038903144790785,Medium
5,2021,30-34,0.10444129994952525,0.0066030006321791315,6.907995588156298,44,0.3530426884185216,0,0.04561349923568669,4.359961734855801e-05,Small
5,2022,30-34,0.10122950519089018,0.01600626143680535,7.72565533834274,22,0.12739788965860652,0,0.12365885911616478,0.00025620040518336206,Medium
5,2023,20-29,0.04207451869554059,0.017703899775689664,10.062314628722277,38,0.22991611317665783,0,0.17814220969835515,0.0003134280672676645,Medium
6,2014,37-39,0.1291489704056298,0.0977419321141566,7.031053731313197,29,0.2735358527972631,0,0.687228776497002,0.009553485293408399,Medium
6,2015,35-36,0.0539686507978553,0.1383039917377208,6.80121199002462,49,0.36102521339690297,1,0.9406347668748526,0.01912799413058754,Small
6,2016,37-39,0.06632018869958006,0.05146660230970241,7.275884716726951,10,0.13366308117602327,0,0.37446506516702777,0.0026488111533050653,Medium
6,2017,37-39,0.08920303319822694,0.06716392654949332,6.570007087611931,25,0.1407672622372461,0,0.44126747346201833,0.004510993029545734,Small
6,2018,35-36,0.13265781385341846,0.14563829295629732,8.184005473992194,10,0.4046860028756572,1,1.191904586777216,0.021210512375224283,Medium
6,2019,37-39,0.12693508413812876,0.06998850163610759,10.43701768770434,36,0.4941497750362843,0,0.7304712295119791,0.004898390361267435,Large
6,2020,20-29,0.12162274690496702,0.05570408299904564,8.484618909674044,45,0.23459360308638622,0,0.47262791595975506,0.0031029448627645654,Medium
6,2021,20-29,0.07348657171519216,0.09152275505638006,7.621469746810568,47,0.3387715928141743,0,0.6975379088069547,0.008376414693110143,Medium
6,2022,20-29,0.07376858260481868,0.02836511418946643,7.562283096626684,43,0.20350987133880977,0,0.21450502356888768,0.0008045797029814697,Medium
6,2023,30-34,0.07849017119042954,0.015342195348334586,5.655213786955015,35,0.13427007525965975,0,0.08676339465605885,0.00023538295810645942,Small
7,2014,30-34,0.09283960078619305,0.05943122880865974,9.32466466572074,46,0.3177450619225914,0,0.5541762793124739,0.0035320709577072672,Medium
7,2015,20-29,0.11579309476605043,0.04707929334837646,7.883244204480797,14,0.20975973126118258,0,0.3711375664396401,0.002216459862182484,Medium
7,2016,37-39,0.10567100276472179,0.026843785966551122,7.729280129614062,34,0.2568987045157287,0,0.2074831414748764,0.0007205888450180069,Medium
7,2017,30-34,0.16543560426109016,0.07308869850910918,12.789661351767291,22,0.13955692085162907,0,0.9347797025729253,0.005341957849755458,Large
7,2018,20-29,0.011247575711358815,0.04124617121205135,8.44812936254853,28,0.29552256428566054,0,0.34845299010923486,0.0017012466396538533,Medium
7,2019,30-34,0.08748965496512963,0.03752004788465753,6.872313424857223,13,0.13376421720573936,0,0.2578495287790178,0.001407753993266994,Small
7,2020,20-29,0.05612230112858258,0.07282079768960338,7.3604636056916855,35,0.5642479769974219,0,0.5359948311317628,0.0053028685761501455,Medium
7,2021,37-39,0.10806958474304754,0.03763612221476748,9.722668563795132,19,0.24804109099881064,0,0.3659235423206714,0.0014164776953649145,Medium
7,2022,20-29,0.0571776264900659,0.00783700589944118,8.169905615806647,8,0.2883405174565569,0,0.06402759850895431,6.141866146787586e-05,Medium
7,2023,37-39,0.024890855707079565,0.06846917684994969,5.84258303252395,44,0.30077217292094544,0,0.40003685091439767,0.004688028178509686,Small
8,2014,35-36,0.1342790191454752,0.0851198954347788,9.378843401862806,13,0.07714441984526117,1,0.7983261696657271,0.007245396598827676,Medium
